23938	chr1	14761844	14762140	LTR16C	LTR	ERVL	31.7	hg19	467	chr1	14761834	14762050	.	627	.	43.22543	-1.0	4.711937	14761942	CTCF	hg19	GM12878
24139	chr1	14864859	14865184	MLT1A0	LTR	ERVL-MaLR	22.9	hg19	468	chr1	14864877	14865137	.	729	.	44.760414	-1.0	4.919992	14865021	CTCF	hg19	GM12878
24200	chr1	14891699	14894086	Tigger1	DNA	TcMar-Tigger	13.2	hg19	469	chr1	14893665	14893869	.	205	.	32.15181	-1.0	5.030175	14893767	CTCF	hg19	GM12878
24267	chr1	14933206	14933424	MER20	DNA	hAT-Charlie	17.1	hg19	471	chr1	14933142	14933492	.	838	.	64.712875	-1.0	4.756511	14933323	CTCF	hg19	GM12878
24535	chr1	15058454	15058852	MER119	DNA	hAT-Charlie	20.4	hg19	473	chr1	15058476	15058692	.	1000	.	147.97243	-1.0	4.875306	15058588	CTCF	hg19	GM12878
25083	chr1	15309854	15310108	L1MC4	LINE	L1	25.3	hg19	482	chr1	15309812	15310162	.	448	.	24.086418	-1.0	4.446137	15309986	CTCF	hg19	GM12878
25573	chr1	15526928	15527159	MLT1B	LTR	ERVL-MaLR	16.9	hg19	492	chr1	15526941	15527145	.	140	.	21.997261	-1.0	5.030175	15527043	CTCF	hg19	GM12878
26069	chr1	15747498	15747752	MIRb	SINE	MIR	26.4	hg19	503	chr1	15747535	15747793	.	334	.	20.313019	-1.0	3.551852	15747661	CTCF	hg19	GM12878
26272	chr1	15827934	15828125	X1_DNA	DNA	TcMar-Tigger	28.8	hg19	505	chr1	15827917	15828267	.	1000	.	157.18965	-1.0	4.875306	15828086	CTCF	hg19	GM12878
26997	chr1	16129917	16130079	MER5A1	DNA	hAT-Charlie	19.1	hg19	512	chr1	16129821	16130171	.	911	.	58.14891	-1.0	4.760734	16130018	CTCF	hg19	GM12878
27312	chr1	16283923	16284445	L2a	LINE	L2	31.4	hg19	517	chr1	16283970	16284320	.	798	.	44.57527	-1.0	4.656904	16284131	CTCF	hg19	GM12878
27393	chr1	16320994	16321238	HERVL-int	LTR	ERVL	31.9	hg19	521	chr1	16321044	16321394	.	1000	.	146.81554	-1.0	4.875306	16321215	CTCF	hg19	GM12878
27431	chr1	16333691	16333758	L2b	LINE	L2	29.9	hg19	522	chr1	16333565	16333915	.	745	.	54.07094	-1.0	4.875306	16333742	CTCF	hg19	GM12878
27448	chr1	16339206	16339391	MIRb	SINE	MIR	29.7	hg19	524	chr1	16339123	16339327	.	116	.	18.230703	-1.0	5.030175	16339225	CTCF	hg19	GM12878
27890	chr1	16562781	16562869	MIRb	SINE	MIR	27.1	hg19	535	chr1	16562644	16562994	.	830	.	43.38783	-1.0	4.875306	16562824	CTCF	hg19	GM12878
28752	chr1	16947685	16947807	MER91B	DNA	hAT-Tip100	37.7	hg19	546	chr1	16947604	16947793	.	1000	.	185.73932	-1.0	4.875306	16947700	CTCF	hg19	GM12878
29101	chr1	17236035	17236640	L1MEc	LINE	L1	26.8	hg19	554	chr1	17236271	17236621	.	656	.	38.22793	-1.0	4.659542	17236464	CTCF	hg19	GM12878
29194	chr1	17274118	17274281	Charlie15a	DNA	hAT-Charlie	31.7	hg19	555	chr1	17274091	17274295	.	260	.	40.69861	-1.0	5.030175	17274193	CTCF	hg19	GM12878
29206	chr1	17278252	17278375	MER91B	DNA	hAT-Tip100	34.0	hg19	556	chr1	17278173	17278523	.	1000	.	139.65846	-1.0	4.875306	17278346	CTCF	hg19	GM12878
29659	chr1	17468450	17468848	Cheshire	DNA	hAT-Charlie	20.9	hg19	566	chr1	17468441	17468657	.	851	.	63.9313	-1.0	4.87074	17468549	CTCF	hg19	GM12878
30222	chr1	17697172	17697345	L1ME4b	LINE	L1	23.9	hg19	570	chr1	17697124	17697474	.	740	.	30.497198	-1.0	4.313151	17697282	CTCF	hg19	GM12878
30490	chr1	17811899	17812359	L2b	LINE	L2	27.8	hg19	575	chr1	17811833	17812183	.	921	.	73.11677	-1.0	4.875306	17811985	CTCF	hg19	GM12878
31134	chr1	18081647	18082190	LTR41	LTR	ERVL	25.8	hg19	585	chr1	18081605	18081955	.	708	.	37.28194	-1.0	4.876828	18081774	CTCF	hg19	GM12878
31141	chr1	18085650	18086109	LTR41	LTR	ERVL	20.8	hg19	586	chr1	18085610	18085960	.	640	.	36.628235	-1.0	4.662932	18085773	CTCF	hg19	GM12878
31505	chr1	18235988	18236486	LTR33A_	LTR	ERVL	23.1	hg19	588	chr1	18236273	18236477	.	333	.	52.26254	-1.0	5.030175	18236375	CTCF	hg19	GM12878
32293	chr1	18616106	18616333	MER20	DNA	hAT-Charlie	18.4	hg19	599	chr1	18616132	18616482	.	660	.	29.271738	-1.0	4.543835	18616306	CTCF	hg19	GM12878
32447	chr1	18686889	18687043	L2b	LINE	L2	26.3	hg19	604	chr1	18686826	18687047	.	560	.	39.14586	-1.0	4.950457	18686939	CTCF	hg19	GM12878
32859	chr1	18857438	18858205	L2c	LINE	L2	33.5	hg19	607	chr1	18857453	18857803	.	733	.	50.60677	-1.0	4.180719	18857622	CTCF	hg19	GM12878
32920	chr1	18882962	18883118	L2a	LINE	L2	28.5	hg19	608	chr1	18882875	18883225	.	856	.	57.081535	-1.0	4.875306	18883061	CTCF	hg19	GM12878
33680	chr1	19248050	19248202	MIRb	SINE	MIR	25.0	hg19	620	chr1	19248080	19248284	.	164	.	25.721163	-1.0	5.030175	19248182	CTCF	hg19	GM12878
33798	chr1	19298966	19299178	MER58B	DNA	hAT-Charlie	19.9	hg19	624	chr1	19299069	19299285	.	626	.	62.794765	-1.0	4.950457	19299175	CTCF	hg19	GM12878
34263	chr1	19567715	19567997	MER102a	DNA	hAT-Charlie	26.2	hg19	631	chr1	19567821	19568026	.	1000	.	224.78015	-1.0	4.875306	19567929	CTCF	hg19	GM12878
34758	chr1	19814135	19814740	L2a	LINE	L2	27.6	hg19	640	chr1	19814226	19814576	.	914	.	97.28963	-1.0	4.875306	19814401	CTCF	hg19	GM12878
35208	chr1	19969572	19969767	L2d	LINE	L2	26.7	hg19	642	chr1	19969597	19969813	.	639	.	18.99262	-1.0	1.89295	19969705	CTCF	hg19	GM12878
36252	chr1	20414034	20414404	L1MC3	LINE	L1	19.1	hg19	657	chr1	20414191	20414541	.	859	.	67.82593	-1.0	4.875306	20414355	CTCF	hg19	GM12878
36418	chr1	20483309	20486474	HERVE-int	LTR	ERV1	13.9	hg19	661	chr1	20484909	20485113	.	183	.	28.79391	-1.0	5.030175	20485011	CTCF	hg19	GM12878
36487	chr1	20521844	20521998	L2	LINE	L2	23.2	hg19	663	chr1	20521757	20521966	.	1000	.	215.43813	-1.0	4.875306	20521860	CTCF	hg19	GM12878
36560	chr1	20559951	20560176	MIRb	SINE	MIR	26.4	hg19	666	chr1	20559875	20560225	.	899	.	73.00677	-1.0	4.875306	20560050	CTCF	hg19	GM12878
36662	chr1	20598117	20598249	L2c	LINE	L2	24.4	hg19	667	chr1	20598010	20598360	.	624	.	26.035812	-1.0	3.878345	20598165	CTCF	hg19	GM12878
36860	chr1	20693701	20694317	L2a	LINE	L2	30.9	hg19	670	chr1	20693627	20693977	.	562	.	29.210106	-1.0	4.563015	20693819	CTCF	hg19	GM12878
37680	chr1	21029054	21029492	L2c	LINE	L2	33.7	hg19	682	chr1	21028948	21029298	.	833	.	47.470463	-1.0	4.875306	21029111	CTCF	hg19	GM12878
37727	chr1	21054645	21054947	L2a	LINE	L2	28.1	hg19	683	chr1	21054498	21054850	.	625	.	25.498905	-1.0	4.018839	21054648	CTCF	hg19	GM12878
37731	chr1	21059635	21059838	MIRb	SINE	MIR	31.8	hg19	684	chr1	21059566	21060116	.	890	.	53.774624	-1.0	3.945963	21059768	CTCF	hg19	GM12878
38109	chr1	21258433	21259458	Tigger1	DNA	TcMar-Tigger	13.3	hg19	685	chr1	21259032	21259248	.	616	.	22.45377	-1.0	2.29417	21259140	CTCF	hg19	GM12878
38156	chr1	21291111	21291715	MER73	LTR	ERVL	16.6	hg19	686	chr1	21291332	21291582	.	944	.	42.39981	-1.0	4.8649	21291460	CTCF	hg19	GM12878
39012	chr1	21661369	21661609	L2	LINE	L2	32.2	hg19	698	chr1	21661297	21661473	.	1000	.	159.57306	-1.0	4.875306	21661387	CTCF	hg19	GM12878
39345	chr1	21815086	21815630	L2b	LINE	L2	32.6	hg19	703	chr1	21815199	21815549	.	830	.	53.27906	-1.0	4.876828	21815376	CTCF	hg19	GM12878
39351	chr1	21817034	21817973	LTR28C	LTR	ERV1	20.9	hg19	704	chr1	21817299	21817649	.	894	.	78.63116	-1.0	4.875306	21817496	CTCF	hg19	GM12878
39401	chr1	21837808	21837947	MIR	SINE	MIR	31.2	hg19	706	chr1	21837720	21838070	.	619	.	23.389294	-1.0	4.160192	21837891	CTCF	hg19	GM12878
39469	chr1	21861373	21861615	L2a	LINE	L2	24.0	hg19	707	chr1	21861307	21861657	.	978	.	122.99618	-1.0	4.875306	21861477	CTCF	hg19	GM12878
39572	chr1	21900686	21900884	MIRb	SINE	MIR	32.8	hg19	709	chr1	21900555	21900905	.	889	.	73.68013	-1.0	4.759524	21900733	CTCF	hg19	GM12878
40241	chr1	22208747	22208839	MIR	SINE	MIR	27.2	hg19	720	chr1	22208609	22208959	.	654	.	39.834435	-1.0	4.665647	22208785	CTCF	hg19	GM12878
40573	chr1	22331758	22331892	MER91C	DNA	hAT-Tip100	28.4	hg19	723	chr1	22331734	22331938	.	198	.	31.144156	-1.0	5.030175	22331836	CTCF	hg19	GM12878
40637	chr1	22349457	22349728	L2b	LINE	L2	32.0	hg19	725	chr1	22349366	22349716	.	928	.	91.379745	-1.0	4.875306	22349535	CTCF	hg19	GM12878
40642	chr1	22351114	22351398	AluSx1	SINE	Alu	9.9	hg19	726	chr1	22351015	22351219	.	112	.	17.555672	-1.0	5.030175	22351117	CTCF	hg19	GM12878
41036	chr1	22534949	22535147	MIRb	SINE	MIR	33.8	hg19	732	chr1	22534836	22535104	.	401	.	18.376802	-1.0	4.604452	22534958	CTCF	hg19	GM12878
41086	chr1	22558573	22558801	MIRb	SINE	MIR	32.6	hg19	733	chr1	22558520	22558870	.	511	.	29.113659	-1.0	4.310512	22558669	CTCF	hg19	GM12878
42003	chr1	22984681	22985190	L2a	LINE	L2	32.6	hg19	742	chr1	22984894	22985244	.	580	.	32.808006	-1.0	3.924462	22985067	CTCF	hg19	GM12878
42763	chr1	23290749	23290924	MLT1H2	LTR	ERVL-MaLR	26.8	hg19	750	chr1	23290700	23291050	.	1000	.	192.99022	-1.0	4.875306	23290875	CTCF	hg19	GM12878
42807	chr1	23303375	23303610	MIR	SINE	MIR	28.4	hg19	752	chr1	23303322	23303526	.	145	.	22.709108	-1.0	5.030175	23303424	CTCF	hg19	GM12878
42969	chr1	23374112	23374414	AluJb	SINE	Alu	15.9	hg19	754	chr1	23374230	23374480	.	603	.	11.74752	-1.0	3.43701	23374355	CTCF	hg19	GM12878
43220	chr1	23505721	23506006	MLT1J1	LTR	ERVL-MaLR	26.9	hg19	758	chr1	23505836	23506052	.	556	.	19.16849	-1.0	1.92166	23505944	CTCF	hg19	GM12878
44729	chr1	24044914	24045233	L2a	LINE	L2	26.7	hg19	779	chr1	24044965	24045315	.	930	.	85.94725	-1.0	4.875306	24045158	CTCF	hg19	GM12878
44758	chr1	24053898	24054162	Charlie8	DNA	hAT-Charlie	26.2	hg19	780	chr1	24053782	24054022	.	570	.	34.572502	-1.0	4.950457	24053905	CTCF	hg19	GM12878
45096	chr1	24181156	24181365	MER20	DNA	hAT-Charlie	12.9	hg19	789	chr1	24181084	24181434	.	765	.	39.679863	-1.0	4.680946	24181259	CTCF	hg19	GM12878
45272	chr1	24242145	24242303	MER20	DNA	hAT-Charlie	15.8	hg19	792	chr1	24241979	24242528	.	595	.	25.069412	-1.0	3.110134	24242192	CTCF	hg19	GM12878
45402	chr1	24285503	24285556	L2b	LINE	L2	19.2	hg19	795	chr1	24285384	24285734	.	820	.	76.91093	-1.0	4.875306	24285543	CTCF	hg19	GM12878
45682	chr1	24397217	24397530	MER20B	DNA	hAT-Charlie	24.0	hg19	798	chr1	24397412	24397594	.	1000	.	220.46799	-1.0	4.875306	24397508	CTCF	hg19	GM12878
45877	chr1	24484436	24484858	LTR16C	LTR	ERVL	22.9	hg19	802	chr1	24484343	24484715	.	855	.	18.901344	-1.0	4.3011	24484554	CTCF	hg19	GM12878
46290	chr1	24631363	24631581	MIRb	SINE	MIR	30.0	hg19	807	chr1	24631268	24631618	.	720	.	15.21638	-1.0	2.95028	24631443	CTCF	hg19	GM12878
46477	chr1	24718872	24719282	LTR52	LTR	ERVL	17.4	hg19	812	chr1	24718835	24719185	.	1000	.	175.08763	-1.0	4.875306	24718999	CTCF	hg19	GM12878
46536	chr1	24748156	24748282	MIR	SINE	MIR	25.2	hg19	814	chr1	24748073	24748277	.	149	.	23.37909	-1.0	5.030175	24748175	CTCF	hg19	GM12878
47816	chr1	25279178	25279362	MIRb	SINE	MIR	29.3	hg19	837	chr1	25279050	25279400	.	776	.	42.385185	-1.0	4.733108	25279221	CTCF	hg19	GM12878
47835	chr1	25286744	25286951	MIR	SINE	MIR	27.5	hg19	838	chr1	25286697	25287047	.	808	.	63.049904	-1.0	4.639486	25286870	CTCF	hg19	GM12878
47900	chr1	25317914	25318052	L2d2	LINE	L2	27.6	hg19	841	chr1	25317809	25318025	.	684	.	26.88998	-1.0	2.84198	25317917	CTCF	hg19	GM12878
47978	chr1	25353362	25353426	MIRc	SINE	MIR	25.0	hg19	842	chr1	25353305	25353555	.	760	.	51.546577	-1.0	4.919992	25353426	CTCF	hg19	GM12878
47989	chr1	25358876	25359643	Tigger13a	DNA	TcMar-Tigger	28.9	hg19	844	chr1	25358946	25359162	.	570	.	42.185974	-1.0	4.950457	25359051	CTCF	hg19	GM12878
48061	chr1	25395474	25395506	L2a	LINE	L2	9.4	hg19	849	chr1	25395334	25395684	.	904	.	55.178955	-1.0	4.875306	25395505	CTCF	hg19	GM12878
48173	chr1	25443841	25444299	MLT1H1	LTR	ERVL-MaLR	25.9	hg19	851	chr1	25443918	25444268	.	925	.	64.51489	-1.0	4.875306	25444118	CTCF	hg19	GM12878
48370	chr1	25525420	25525506	Eulor12	DNA?	DNA?	19.8	hg19	853	chr1	25525287	25525637	.	714	.	20.49742	-1.0	3.485397	25525443	CTCF	hg19	GM12878
49181	chr1	25859624	25859716	MER45B	DNA	hAT-Tip100	20.2	hg19	868	chr1	25859588	25859792	.	282	.	44.182205	-1.0	5.030175	25859690	CTCF	hg19	GM12878
49265	chr1	25899406	25899558	MIR	SINE	MIR	27.6	hg19	870	chr1	25899266	25899616	.	951	.	108.904015	-1.0	4.875306	25899439	CTCF	hg19	GM12878
49311	chr1	25916855	25916923	L2b	LINE	L2	33.8	hg19	871	chr1	25916758	25916974	.	595	.	20.80736	-1.0	2.10606	25916866	CTCF	hg19	GM12878
49358	chr1	25934990	25935345	MLT1I	LTR	ERVL-MaLR	28.4	hg19	872	chr1	25935093	25935443	.	870	.	97.24	-1.0	4.730985	25935263	CTCF	hg19	GM12878
49365	chr1	25937457	25937673	MER20	DNA	hAT-Charlie	19.4	hg19	873	chr1	25937433	25937783	.	735	.	49.002716	-1.0	4.756401	25937579	CTCF	hg19	GM12878
49959	chr1	26221990	26222278	Charlie8	DNA	hAT-Charlie	29.0	hg19	887	chr1	26221955	26222196	.	1000	.	305.71786	-1.0	4.875306	26222067	CTCF	hg19	GM12878
50260	chr1	26331071	26331161	MIR3	SINE	MIR	25.0	hg19	890	chr1	26330952	26331202	.	980	.	23.71528	-1.0	4.85906	26331077	CTCF	hg19	GM12878
50276	chr1	26336514	26336878	LTR35A	LTR	ERV1	15.7	hg19	891	chr1	26336720	26336924	.	296	.	46.36012	-1.0	5.030175	26336822	CTCF	hg19	GM12878
51252	chr1	26722925	26723059	MIR	SINE	MIR	26.3	hg19	915	chr1	26722859	26723037	.	1000	.	162.28435	-1.0	4.875306	26722943	CTCF	hg19	GM12878
51837	chr1	26935486	26935801	L2a	LINE	L2	26.9	hg19	928	chr1	26935462	26935678	.	608	.	57.782322	-1.0	4.950457	26935572	CTCF	hg19	GM12878
